[SYS] 2025/04/01 - 08:57:36 | New API v0.0.0 started 
[SYS] 2025/04/01 - 08:57:36 | using MySQL as database 
[SYS] 2025/04/01 - 08:57:36 | database migration started 
[SYS] 2025/04/01 - 08:57:36 | database migrated 
[SYS] 2025/04/01 - 08:57:36 | using MySQL as database 
[SYS] 2025/04/01 - 08:57:36 | database migration started 
[SYS] 2025/04/01 - 08:57:36 | Redis is enabled 
[SYS] 2025/04/01 - 08:57:36 | memory cache enabled 
[SYS] 2025/04/01 - 08:57:36 | sync frequency: 60 seconds 
[SYS] 2025/04/01 - 08:57:36 | channels synced from database 
[SYS] 2025/04/01 - 08:57:36 | batch update enabled with interval 5s 
[SYS] 2025/04/01 - 08:57:36 | pprof enabled 
[SYS] 2025/04/01 - 08:57:36 | initializing token encoders 
[SYS] 2025/04/01 - 08:57:36 | 正在更新数据看板数据... 
[SYS] 2025/04/01 - 08:57:36 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/04/01 - 08:57:37 | token encoders initialized 
[SYS] 2025/04/01 - 08:57:37 | FRONTEND_BASE_URL is ignored on master node 
[GIN] 2025/04/01 - 08:57:41 | 20250401085741146524850D2c0WQ6G | 200 |    1.002529ms |             ::1 |     GET /login
[GIN] 2025/04/01 - 08:57:41 | 202504010857413185941579ng92PVg | 200 |  112.774029ms |             ::1 |     GET /assets/index-Bj8wNI96.js
[SYS] 2025/04/01 - 08:57:41 | batch update started 
[SYS] 2025/04/01 - 08:57:41 | batch update finished 
[GIN] 2025/04/01 - 08:57:43 | 20250401085743500363204430XDetU | 200 |     1.24992ms |             ::1 |     GET /api/status
[SYS] 2025/04/01 - 08:57:46 | batch update started 
[SYS] 2025/04/01 - 08:57:46 | batch update finished 
[SYS] 2025/04/01 - 08:57:51 | batch update started 
[SYS] 2025/04/01 - 08:57:51 | 任务进度轮询开始 
[SYS] 2025/04/01 - 08:57:51 | batch update finished 
[SYS] 2025/04/01 - 08:57:51 | 任务进度轮询完成 
[SYS] 2025/04/01 - 08:57:56 | batch update started 
[SYS] 2025/04/01 - 08:57:56 | batch update finished 
[SYS] 2025/04/01 - 08:58:01 | batch update started 
[SYS] 2025/04/01 - 08:58:01 | batch update finished 
[GIN] 2025/04/01 - 08:58:03 | 20250401085803154713776FRiJcfKU | 307 |    1.379669ms |             ::1 |     GET /api/auth/google/login
[GIN] 2025/04/01 - 08:58:05 | 20250401085803595872184rIbjr99j | 303 |  1.411660646s |             ::1 |     GET /auth/google/callback?state=random_state&code=4%2F0AQSTgQHaM_y3sWCUkddR5zPcZYAik5spJ76xfV3K7_jZY-JY-C9kdswSyh5Pw4rzlu5pOQ&scope=email+profile+https%3A%2F%2Fwww.googleapis.com%2Fauth%2Fuserinfo.profile+openid+https%3A%2F%2Fwww.googleapis.com%2Fauth%2Fuserinfo.email&authuser=0&prompt=none
[GIN] 2025/04/01 - 08:58:05 | 2025040108580524494192W4IeccZA | 200 |     866.599µs |             ::1 |     GET /?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6Imtpbmdzb2JlY0BnbWFpbC5jb20iLCJleHAiOjE3NDM1ODA2ODV9.SdKWVpMBxZ29ThBoDIe0TGuQX7y7H_g_zlK1QO0eB40
[SYS] 2025/04/01 - 08:58:06 | batch update started 
[SYS] 2025/04/01 - 08:58:06 | batch update finished 
[SYS] 2025/04/01 - 08:58:06 | 任务进度轮询开始 
[SYS] 2025/04/01 - 08:58:06 | 任务进度轮询完成 
[GIN] 2025/04/01 - 08:58:07 | 20250401085807657305984bAHBDeMS | 200 |     1.03761ms |             ::1 |     GET /assets/index-Hl_kbrAL.js
[GIN] 2025/04/01 - 08:58:07 | 20250401085807730476274DVghN002 | 200 |     1.05351ms |             ::1 |     GET /api/status
