[SYS] 2025/04/03 - 11:43:39 | New API v0.0.0 started 
[SYS] 2025/04/03 - 11:43:39 | using MySQL as database 
[SYS] 2025/04/03 - 11:43:39 | database migration started 
[SYS] 2025/04/03 - 11:43:41 | database migrated 
[SYS] 2025/04/03 - 11:43:41 | using MySQL as database 
[SYS] 2025/04/03 - 11:43:41 | database migration started 
[SYS] 2025/04/03 - 11:43:41 | Redis is enabled 
[SYS] 2025/04/03 - 11:43:41 | memory cache enabled 
[SYS] 2025/04/03 - 11:43:41 | sync frequency: 60 seconds 
[SYS] 2025/04/03 - 11:43:41 | channels synced from database 
[SYS] 2025/04/03 - 11:43:41 | batch update enabled with interval 5s 
[SYS] 2025/04/03 - 11:43:41 | pprof enabled 
[SYS] 2025/04/03 - 11:43:41 | initializing token encoders 
[SYS] 2025/04/03 - 11:43:41 | 正在更新数据看板数据... 
[SYS] 2025/04/03 - 11:43:41 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/04/03 - 11:43:42 | token encoders initialized 
[SYS] 2025/04/03 - 11:43:42 | FRONTEND_BASE_URL is ignored on master node 
[SYS] 2025/04/03 - 11:43:46 | batch update started 
[SYS] 2025/04/03 - 11:43:46 | batch update finished 
[SYS] 2025/04/03 - 11:43:51 | batch update started 
[SYS] 2025/04/03 - 11:43:51 | batch update finished 
[SYS] 2025/04/03 - 11:43:56 | batch update started 
[SYS] 2025/04/03 - 11:43:56 | batch update finished 
[SYS] 2025/04/03 - 11:43:56 | 任务进度轮询开始 
[SYS] 2025/04/03 - 11:43:56 | 任务进度轮询完成 
[GIN] 2025/04/03 - 11:44:01 | 20250403114401104918263YtDscAoK | 200 |    2.159515ms |             ::1 |     GET /api/user/logout
[SYS] 2025/04/03 - 11:44:01 | batch update started 
[SYS] 2025/04/03 - 11:44:01 | batch update finished 
[SYS] 2025/04/03 - 11:44:06 | batch update started 
[SYS] 2025/04/03 - 11:44:06 | batch update finished 
[SYS] 2025/04/03 - 11:44:15 | batch update started 
[SYS] 2025/04/03 - 11:44:15 | batch update finished 
[SYS] 2025/04/03 - 11:44:15 | 任务进度轮询开始 
[SYS] 2025/04/03 - 11:44:15 | 任务进度轮询完成 
[SYS] 2025/04/03 - 11:44:20 | batch update started 
[SYS] 2025/04/03 - 11:44:20 | batch update finished 
[GIN] 2025/04/03 - 11:44:23 | 20250403114423171615863YASj8YWE | 307 |     1.52469ms |             ::1 |     GET /api/auth/google/login
[SYS] 2025/04/03 - 11:44:25 | batch update started 
[SYS] 2025/04/03 - 11:44:25 | batch update finished 
[SYS] 2025/04/03 - 11:44:30 | batch update started 
[SYS] 2025/04/03 - 11:44:30 | batch update finished 
[SYS] 2025/04/03 - 11:44:30 | 任务进度轮询开始 
[SYS] 2025/04/03 - 11:44:30 | 任务进度轮询完成 
[GIN] 2025/04/03 - 11:44:31 | 2025040311443097939071kmu7BHUJ | 303 |   1.49053131s |             ::1 |     GET /auth/google/callback?state=random_state&code=4%2F0Ab_5qll1PaAO3K2dKdux39hSl4_WyiLIxDEuoZcMD34rztPEAqaOK9rkVk7XgVVaK6mCiQ&scope=email+profile+https%3A%2F%2Fwww.googleapis.com%2Fauth%2Fuserinfo.email+https%3A%2F%2Fwww.googleapis.com%2Fauth%2Fuserinfo.profile+openid&authuser=0&prompt=none
[GIN] 2025/04/03 - 11:44:31 | 20250403114431599459381LCR0vVIb | 200 |     8.76339ms |             ::1 |     GET /login?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6Imtpbmdzb2JlY0BnbWFpbC5jb20iLCJleHAiOjE3NDYyNjkwNzEsImlkIjoxMCwicm5kIjoxNzQzNjc3MDcxNTg4MzQxNTAxfQ.YePby_5pLa6ddxwXwS7ujz9-Oi6AgZwh2q6mF9VIbnw
[GIN] 2025/04/03 - 11:44:32 | 20250403114431789354161MxO93Yd7 | 200 |   268.70139ms |             ::1 |     GET /assets/index-CgNl-jtL.js
[GIN] 2025/04/03 - 11:44:34 | 202504031144344627587111eOaZ9Bq | 200 |     4.17645ms |             ::1 |     GET /api/status
[GIN] 2025/04/03 - 11:44:34 | 202504031144344571673716xhFGxRE | 200 |    24.16581ms |             ::1 |     GET /api/user/self
[GIN] 2025/04/03 - 11:44:34 | 20250403114434867463331Yw9paiws | 401 |      870.84µs |             ::1 |     GET /api/user/models
[GIN] 2025/04/03 - 11:44:34 | 20250403114434876530471YnK4G4gM | 401 |     8.90892ms |             ::1 |     GET /api/token/?p=0&size=10
[GIN] 2025/04/03 - 11:44:34 | 20250403114434867550181xz8J8GNc | 401 |    28.87794ms |             ::1 |     GET /api/user/self/groups
[SYS] 2025/04/03 - 11:44:35 | batch update started 
[SYS] 2025/04/03 - 11:44:35 | batch update finished 
[SYS] 2025/04/03 - 11:44:40 | batch update started 
[SYS] 2025/04/03 - 11:44:40 | batch update finished 
[SYS] 2025/04/03 - 11:44:48 | syncing channels from database 
[SYS] 2025/04/03 - 11:44:48 | syncing options from database 
[SYS] 2025/04/03 - 11:44:48 | channels synced from database 
[SYS] 2025/04/03 - 11:44:48 | batch update started 
[SYS] 2025/04/03 - 11:44:48 | batch update finished 
[SYS] 2025/04/03 - 11:44:48 | 任务进度轮询开始 
[SYS] 2025/04/03 - 11:44:48 | 任务进度轮询完成 
[SYS] 2025/04/03 - 11:44:53 | batch update started 
[SYS] 2025/04/03 - 11:44:53 | batch update finished 
[SYS] 2025/04/03 - 11:44:58 | batch update started 
[SYS] 2025/04/03 - 11:44:58 | batch update finished 
[SYS] 2025/04/03 - 11:45:03 | batch update started 
[SYS] 2025/04/03 - 11:45:03 | batch update finished 
[SYS] 2025/04/03 - 11:45:03 | 任务进度轮询开始 
[SYS] 2025/04/03 - 11:45:03 | 任务进度轮询完成 
[SYS] 2025/04/03 - 11:45:08 | batch update started 
[SYS] 2025/04/03 - 11:45:08 | batch update finished 
[SYS] 2025/04/03 - 11:45:13 | batch update started 
[SYS] 2025/04/03 - 11:45:13 | batch update finished 
[SYS] 2025/04/03 - 11:45:21 | 任务进度轮询开始 
[SYS] 2025/04/03 - 11:45:21 | batch update started 
[SYS] 2025/04/03 - 11:45:21 | batch update finished 
[SYS] 2025/04/03 - 11:45:21 | 任务进度轮询完成 
[SYS] 2025/04/03 - 11:45:26 | batch update started 
