[SYS] 2025/04/03 - 10:17:00 | New API v0.0.0 started 
[SYS] 2025/04/03 - 10:17:00 | using MySQL as database 
[SYS] 2025/04/03 - 10:17:00 | database migration started 
[SYS] 2025/04/03 - 10:17:01 | database migrated 
[SYS] 2025/04/03 - 10:17:01 | using MySQL as database 
[SYS] 2025/04/03 - 10:17:01 | database migration started 
[SYS] 2025/04/03 - 10:17:01 | Redis is enabled 
[SYS] 2025/04/03 - 10:17:01 | memory cache enabled 
[SYS] 2025/04/03 - 10:17:01 | sync frequency: 60 seconds 
[SYS] 2025/04/03 - 10:17:01 | channels synced from database 
[SYS] 2025/04/03 - 10:17:01 | batch update enabled with interval 5s 
[SYS] 2025/04/03 - 10:17:01 | pprof enabled 
[SYS] 2025/04/03 - 10:17:01 | initializing token encoders 
[SYS] 2025/04/03 - 10:17:01 | 正在更新数据看板数据... 
[SYS] 2025/04/03 - 10:17:01 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/04/03 - 10:17:02 | token encoders initialized 
[SYS] 2025/04/03 - 10:17:02 | FRONTEND_BASE_URL is ignored on master node 
[SYS] 2025/04/03 - 10:17:06 | batch update started 
[SYS] 2025/04/03 - 10:17:06 | batch update finished 
[SYS] 2025/04/03 - 10:17:11 | batch update started 
[SYS] 2025/04/03 - 10:17:11 | batch update finished 
[SYS] 2025/04/03 - 10:17:16 | 任务进度轮询开始 
[SYS] 2025/04/03 - 10:17:16 | 任务进度轮询完成 
[SYS] 2025/04/03 - 10:17:16 | batch update started 
[SYS] 2025/04/03 - 10:17:16 | batch update finished 
[SYS] 2025/04/03 - 10:17:25 | batch update started 
[SYS] 2025/04/03 - 10:17:25 | batch update finished 
[SYS] 2025/04/03 - 10:17:30 | batch update started 
[SYS] 2025/04/03 - 10:17:30 | batch update finished 
[GIN] 2025/04/03 - 10:17:34 | 20250403101734501135861uHNgvfSj | 200 |    1.149554ms |             ::1 |     GET /api/user/logout
[SYS] 2025/04/03 - 10:17:35 | 任务进度轮询开始 
[SYS] 2025/04/03 - 10:17:35 | 任务进度轮询完成 
[SYS] 2025/04/03 - 10:17:35 | batch update started 
[SYS] 2025/04/03 - 10:17:35 | batch update finished 
[SYS] 2025/04/03 - 10:17:40 | batch update started 
[SYS] 2025/04/03 - 10:17:40 | batch update finished 
[SYS] 2025/04/03 - 10:17:45 | batch update started 
[SYS] 2025/04/03 - 10:17:45 | batch update finished 
[SYS] 2025/04/03 - 10:17:50 | 任务进度轮询开始 
[SYS] 2025/04/03 - 10:17:50 | 任务进度轮询完成 
[SYS] 2025/04/03 - 10:17:50 | batch update started 
[SYS] 2025/04/03 - 10:17:50 | batch update finished 
[GIN] 2025/04/03 - 10:17:57 | 20250403101757632744541HwxO8BmE | 307 |    1.717549ms |             ::1 |     GET /api/auth/google/login
[SYS] 2025/04/03 - 10:17:58 | batch update started 
[SYS] 2025/04/03 - 10:17:58 | batch update finished 
[SYS] 2025/04/03 - 10:18:03 | batch update started 
[SYS] 2025/04/03 - 10:18:03 | batch update finished 
[GIN] 2025/04/03 - 10:18:06 | 20250403101805579176049ISP4wx4J | 303 |  1.257116123s |             ::1 |     GET /auth/google/callback?state=random_state&code=4%2F0AQSTgQGgNVmrAUARjRZUHdkMxMhev0NPBUNxiUeP4khjqPwIXU_fmMo1XwA_LsgIZZkJiA&scope=email+profile+openid+https%3A%2F%2Fwww.googleapis.com%2Fauth%2Fuserinfo.email+https%3A%2F%2Fwww.googleapis.com%2Fauth%2Fuserinfo.profile&authuser=0&prompt=none
[GIN] 2025/04/03 - 10:18:06 | 20250403101806863671755p67qcfZc | 200 |      968.13µs |             ::1 |     GET /login?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6Imtpbmdzb2JlY0BnbWFpbC5jb20iLCJleHAiOjE3NDYyNjM4ODYsImlkIjo0LCJybmQiOjE3NDM2NzE4ODY4MzYyMDcxNzV9.yYOjGqf9wJ0QFkWuiTg_62U3Ut-dUuFtICgXgMAsCdw
[GIN] 2025/04/03 - 10:18:07 | 2025040310180752527215zRNDFyzX | 200 |     69.5106ms |             ::1 |     GET /assets/index-C_SS0gE1.js
[SYS] 2025/04/03 - 10:18:08 | syncing channels from database 
[SYS] 2025/04/03 - 10:18:08 | syncing options from database 
[SYS] 2025/04/03 - 10:18:08 | channels synced from database 
[SYS] 2025/04/03 - 10:18:08 | 任务进度轮询开始 
[SYS] 2025/04/03 - 10:18:08 | 任务进度轮询完成 
[SYS] 2025/04/03 - 10:18:08 | batch update started 
[SYS] 2025/04/03 - 10:18:08 | batch update finished 
[GIN] 2025/04/03 - 10:18:10 | 2025040310181096239195Ey6pRoLh | 200 |     3.60225ms |             ::1 |     GET /api/status
[GIN] 2025/04/03 - 10:18:10 | 2025040310181090058355VJXKa0BR | 200 |    97.14411ms |             ::1 |     GET /api/user/self
[GIN] 2025/04/03 - 10:18:10 | 20250403101810500016365XEwalLAP | 401 |      873.72µs |             ::1 |     GET /api/user/models
[GIN] 2025/04/03 - 10:18:10 | 20250403101810501644645WR4N2tdw | 401 |      829.35µs |             ::1 |     GET /api/user/self/groups
[GIN] 2025/04/03 - 10:18:10 | 20250403101810509574185VvN3C3EQ | 401 |     3.99321ms |             ::1 |     GET /api/token/?p=0&size=10
[SYS] 2025/04/03 - 10:18:13 | batch update started 
[SYS] 2025/04/03 - 10:18:13 | batch update finished 
[SYS] 2025/04/03 - 10:18:18 | batch update started 
[SYS] 2025/04/03 - 10:18:18 | batch update finished 
[SYS] 2025/04/03 - 10:18:23 | 任务进度轮询开始 
[SYS] 2025/04/03 - 10:18:23 | 任务进度轮询完成 
[SYS] 2025/04/03 - 10:18:23 | batch update started 
[SYS] 2025/04/03 - 10:18:23 | batch update finished 
[SYS] 2025/04/03 - 10:18:31 | batch update started 
[SYS] 2025/04/03 - 10:18:31 | batch update finished 
[SYS] 2025/04/03 - 10:18:36 | batch update started 
[SYS] 2025/04/03 - 10:18:36 | batch update finished 
[SYS] 2025/04/03 - 10:18:41 | 任务进度轮询开始 
[SYS] 2025/04/03 - 10:18:41 | 任务进度轮询完成 
[SYS] 2025/04/03 - 10:18:41 | batch update started 
[SYS] 2025/04/03 - 10:18:41 | batch update finished 
[SYS] 2025/04/03 - 10:18:46 | batch update started 
[SYS] 2025/04/03 - 10:18:46 | batch update finished 
[SYS] 2025/04/03 - 10:18:51 | batch update started 
[SYS] 2025/04/03 - 10:18:51 | batch update finished 
[SYS] 2025/04/03 - 10:18:56 | 任务进度轮询开始 
[SYS] 2025/04/03 - 10:18:56 | 任务进度轮询完成 
[SYS] 2025/04/03 - 10:18:56 | batch update started 
[SYS] 2025/04/03 - 10:18:56 | batch update finished 
[SYS] 2025/04/03 - 10:19:04 | batch update started 
[SYS] 2025/04/03 - 10:19:04 | batch update finished 
[SYS] 2025/04/03 - 10:19:09 | batch update started 
[SYS] 2025/04/03 - 10:19:09 | batch update finished 
[SYS] 2025/04/03 - 10:19:14 | syncing channels from database 
[SYS] 2025/04/03 - 10:19:14 | syncing options from database 
[SYS] 2025/04/03 - 10:19:14 | channels synced from database 
[SYS] 2025/04/03 - 10:19:14 | 任务进度轮询开始 
[SYS] 2025/04/03 - 10:19:14 | 任务进度轮询完成 
[SYS] 2025/04/03 - 10:19:14 | batch update started 
[SYS] 2025/04/03 - 10:19:14 | batch update finished 
[SYS] 2025/04/03 - 10:19:19 | batch update started 
[SYS] 2025/04/03 - 10:19:19 | batch update finished 
[SYS] 2025/04/03 - 10:19:24 | batch update started 
[SYS] 2025/04/03 - 10:19:24 | batch update finished 
[SYS] 2025/04/03 - 10:19:29 | 任务进度轮询开始 
[SYS] 2025/04/03 - 10:19:29 | 任务进度轮询完成 
[SYS] 2025/04/03 - 10:19:29 | batch update started 
[SYS] 2025/04/03 - 10:19:29 | batch update finished 
[SYS] 2025/04/03 - 10:19:37 | batch update started 
[SYS] 2025/04/03 - 10:19:37 | batch update finished 
[SYS] 2025/04/03 - 10:19:42 | batch update started 
[SYS] 2025/04/03 - 10:19:42 | batch update finished 
[SYS] 2025/04/03 - 10:19:47 | 任务进度轮询开始 
[SYS] 2025/04/03 - 10:19:47 | 任务进度轮询完成 
[SYS] 2025/04/03 - 10:19:47 | batch update started 
[SYS] 2025/04/03 - 10:19:47 | batch update finished 
[SYS] 2025/04/03 - 10:19:52 | batch update started 
[SYS] 2025/04/03 - 10:19:52 | batch update finished 
[SYS] 2025/04/03 - 10:19:57 | batch update started 
[SYS] 2025/04/03 - 10:19:57 | batch update finished 
[SYS] 2025/04/03 - 10:20:02 | 任务进度轮询开始 
[SYS] 2025/04/03 - 10:20:02 | 任务进度轮询完成 
[SYS] 2025/04/03 - 10:20:02 | batch update started 
[SYS] 2025/04/03 - 10:20:02 | batch update finished 
[SYS] 2025/04/03 - 10:20:10 | batch update started 
[SYS] 2025/04/03 - 10:20:10 | batch update finished 
[SYS] 2025/04/03 - 10:20:15 | batch update started 
[SYS] 2025/04/03 - 10:20:15 | batch update finished 
[SYS] 2025/04/03 - 10:20:20 | syncing options from database 
[SYS] 2025/04/03 - 10:20:20 | syncing channels from database 
[SYS] 2025/04/03 - 10:20:20 | channels synced from database 
[SYS] 2025/04/03 - 10:20:20 | 任务进度轮询开始 
[SYS] 2025/04/03 - 10:20:20 | 任务进度轮询完成 
[SYS] 2025/04/03 - 10:20:20 | batch update started 
[SYS] 2025/04/03 - 10:20:20 | batch update finished 
[SYS] 2025/04/03 - 10:20:25 | batch update started 
[SYS] 2025/04/03 - 10:20:25 | batch update finished 
[SYS] 2025/04/03 - 10:20:30 | batch update started 
[SYS] 2025/04/03 - 10:20:30 | batch update finished 
[SYS] 2025/04/03 - 10:20:35 | 任务进度轮询开始 
[SYS] 2025/04/03 - 10:20:35 | 任务进度轮询完成 
[SYS] 2025/04/03 - 10:20:35 | batch update started 
[SYS] 2025/04/03 - 10:20:35 | batch update finished 
[SYS] 2025/04/03 - 10:20:44 | batch update started 
[SYS] 2025/04/03 - 10:20:44 | batch update finished 
[SYS] 2025/04/03 - 10:20:49 | batch update started 
[SYS] 2025/04/03 - 10:20:49 | batch update finished 
[SYS] 2025/04/03 - 10:20:53 | 任务进度轮询开始 
[SYS] 2025/04/03 - 10:20:53 | 任务进度轮询完成 
[SYS] 2025/04/03 - 10:20:54 | batch update started 
[SYS] 2025/04/03 - 10:20:54 | batch update finished 
[SYS] 2025/04/03 - 10:20:59 | batch update started 
[SYS] 2025/04/03 - 10:20:59 | batch update finished 
[SYS] 2025/04/03 - 10:21:04 | batch update started 
[SYS] 2025/04/03 - 10:21:04 | batch update finished 
[SYS] 2025/04/03 - 10:21:08 | 任务进度轮询开始 
[SYS] 2025/04/03 - 10:21:08 | 任务进度轮询完成 
[SYS] 2025/04/03 - 10:21:09 | batch update started 
[SYS] 2025/04/03 - 10:21:09 | batch update finished 
[SYS] 2025/04/03 - 10:21:15 | batch update started 
[SYS] 2025/04/03 - 10:21:15 | batch update finished 
[SYS] 2025/04/03 - 10:21:20 | batch update started 
[SYS] 2025/04/03 - 10:21:20 | batch update finished 
[SYS] 2025/04/03 - 10:21:25 | syncing options from database 
[SYS] 2025/04/03 - 10:21:25 | syncing channels from database 
[SYS] 2025/04/03 - 10:21:25 | channels synced from database 
[SYS] 2025/04/03 - 10:21:25 | 任务进度轮询开始 
[SYS] 2025/04/03 - 10:21:25 | 任务进度轮询完成 
[SYS] 2025/04/03 - 10:21:25 | batch update started 
[SYS] 2025/04/03 - 10:21:25 | batch update finished 
