[SYS] 2025/03/31 - 13:22:28 | New API v0.0.0 started 
[SYS] 2025/03/31 - 13:22:28 | using MySQL as database 
[SYS] 2025/03/31 - 13:22:28 | database migration started 
[SYS] 2025/03/31 - 13:22:28 | database migrated 
[SYS] 2025/03/31 - 13:22:28 | using MySQL as database 
[SYS] 2025/03/31 - 13:22:28 | database migration started 
[SYS] 2025/03/31 - 13:22:28 | Redis is enabled 
[SYS] 2025/03/31 - 13:22:28 | memory cache enabled 
[SYS] 2025/03/31 - 13:22:28 | sync frequency: 60 seconds 
[SYS] 2025/03/31 - 13:22:28 | channels synced from database 
[SYS] 2025/03/31 - 13:22:28 | batch update enabled with interval 5s 
[SYS] 2025/03/31 - 13:22:28 | pprof enabled 
[SYS] 2025/03/31 - 13:22:28 | initializing token encoders 
[SYS] 2025/03/31 - 13:22:28 | 正在更新数据看板数据... 
[SYS] 2025/03/31 - 13:22:28 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/03/31 - 13:22:29 | token encoders initialized 
[SYS] 2025/03/31 - 13:22:29 | FRONTEND_BASE_URL is ignored on master node 
[SYS] 2025/03/31 - 13:22:33 | batch update started 
[SYS] 2025/03/31 - 13:22:33 | batch update finished 
[SYS] 2025/03/31 - 13:22:38 | batch update started 
[SYS] 2025/03/31 - 13:22:38 | batch update finished 
[SYS] 2025/03/31 - 13:22:43 | 任务进度轮询开始 
[SYS] 2025/03/31 - 13:22:43 | batch update started 
[SYS] 2025/03/31 - 13:22:43 | batch update finished 
[SYS] 2025/03/31 - 13:22:43 | 任务进度轮询完成 
[GIN] 2025/03/31 - 13:22:44 | 20250331132244588256026uz5LQSg1 | 200 |    3.855418ms |             ::1 |     GET /login
[GIN] 2025/03/31 - 13:22:44 | 20250331132244774698602XtoYiTc2 | 200 |   65.185244ms |             ::1 |     GET /assets/index-kM9atkUh.js
[GIN] 2025/03/31 - 13:22:47 | 202503311322473362420991zbchKOw | 200 |    2.313279ms |             ::1 |     GET /api/status
[SYS] 2025/03/31 - 13:22:48 | batch update started 
[SYS] 2025/03/31 - 13:22:48 | batch update finished 
[SYS] 2025/03/31 - 13:22:53 | batch update started 
[SYS] 2025/03/31 - 13:22:53 | batch update finished 
[SYS] 2025/03/31 - 13:22:58 | batch update started 
[SYS] 2025/03/31 - 13:22:58 | batch update finished 
[SYS] 2025/03/31 - 13:22:58 | 任务进度轮询开始 
[SYS] 2025/03/31 - 13:22:58 | 任务进度轮询完成 
[SYS] 2025/03/31 - 13:23:03 | batch update started 
[SYS] 2025/03/31 - 13:23:03 | batch update finished 
[SYS] 2025/03/31 - 13:23:08 | batch update started 
[SYS] 2025/03/31 - 13:23:08 | batch update finished 
[GIN] 2025/03/31 - 13:23:11 | 202503311323112871565111ru9KnRH | 307 |     170.004µs |             ::1 |     GET /auth/google/login
[GIN] 2025/03/31 - 13:23:13 | 20250331132311755583562iHdskSSu | 303 |  1.680267377s |             ::1 |     GET /auth/google/callback?state=random_state&code=4%2F0AQSTgQExlebD1KRFYucatRy1qJqMxHQ0bGHZAiUoffoBUxIH1e_ZfLSal-DyZ1BhYhiUfQ&scope=email+profile+https%3A%2F%2Fwww.googleapis.com%2Fauth%2Fuserinfo.email+https%3A%2F%2Fwww.googleapis.com%2Fauth%2Fuserinfo.profile+openid&authuser=0&prompt=none
[GIN] 2025/03/31 - 13:23:13 | 20250331132313447564543yP9Rajxn | 200 |    1.189078ms |             ::1 |     GET /?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6Imtpbmdzb2JlY0BnbWFpbC5jb20iLCJleHAiOjE3NDM1MTAxOTN9.wr6pli_-Y2W9Qm94h_YbMjbFbqZgMo5mA1OcdL8R1Bs
[SYS] 2025/03/31 - 13:23:13 | batch update started 
[SYS] 2025/03/31 - 13:23:13 | batch update finished 
[SYS] 2025/03/31 - 13:23:13 | 任务进度轮询开始 
[SYS] 2025/03/31 - 13:23:13 | 任务进度轮询完成 
[GIN] 2025/03/31 - 13:23:16 | 20250331132316123869188OHjZqjIX | 200 |     961.792µs |             ::1 |     GET /assets/index-BFtb8GGA.js
[GIN] 2025/03/31 - 13:23:16 | 20250331132316162162812y0u56bAb | 200 |    4.306213ms |             ::1 |     GET /api/status
[GIN] 2025/03/31 - 13:23:16 | 20250331132316408481119h51YOIam | 200 |    1.002637ms |             ::1 |     GET /api/notice
[GIN] 2025/03/31 - 13:23:16 | 20250331132316409081796JQp6v2FL | 200 |     780.594µs |             ::1 |     GET /api/home_page_content
[GIN] 2025/03/31 - 13:23:16 | 20250331132316458259062iuGHiKx9 | 200 |     964.351µs |             ::1 |     GET /api/notice
[GIN] 2025/03/31 - 13:23:16 | 20250331132316460918654DjoqFWem | 200 |     762.681µs |             ::1 |     GET /api/home_page_content
[SYS] 2025/03/31 - 13:23:18 | batch update started 
[SYS] 2025/03/31 - 13:23:18 | batch update finished 
[SYS] 2025/03/31 - 13:23:24 | batch update started 
[SYS] 2025/03/31 - 13:23:24 | batch update finished 
[SYS] 2025/03/31 - 13:23:29 | syncing options from database 
[SYS] 2025/03/31 - 13:23:29 | syncing channels from database 
[SYS] 2025/03/31 - 13:23:29 | channels synced from database 
[SYS] 2025/03/31 - 13:23:29 | 任务进度轮询开始 
[SYS] 2025/03/31 - 13:23:29 | 任务进度轮询完成 
[SYS] 2025/03/31 - 13:23:29 | batch update started 
[SYS] 2025/03/31 - 13:23:29 | batch update finished 
[SYS] 2025/03/31 - 13:23:34 | batch update started 
[SYS] 2025/03/31 - 13:23:34 | batch update finished 
[SYS] 2025/03/31 - 13:23:39 | batch update started 
[SYS] 2025/03/31 - 13:23:39 | batch update finished 
[SYS] 2025/03/31 - 13:23:44 | 任务进度轮询开始 
[SYS] 2025/03/31 - 13:23:44 | 任务进度轮询完成 
[SYS] 2025/03/31 - 13:23:44 | batch update started 
[SYS] 2025/03/31 - 13:23:44 | batch update finished 
[SYS] 2025/03/31 - 13:23:49 | batch update started 
[SYS] 2025/03/31 - 13:23:49 | batch update finished 
[SYS] 2025/03/31 - 13:23:54 | batch update started 
[SYS] 2025/03/31 - 13:23:54 | batch update finished 
[SYS] 2025/03/31 - 13:23:59 | 任务进度轮询开始 
[SYS] 2025/03/31 - 13:23:59 | 任务进度轮询完成 
[SYS] 2025/03/31 - 13:23:59 | batch update started 
[SYS] 2025/03/31 - 13:23:59 | batch update finished 
[SYS] 2025/03/31 - 13:24:04 | batch update started 
[SYS] 2025/03/31 - 13:24:04 | batch update finished 
[SYS] 2025/03/31 - 13:24:09 | batch update started 
[SYS] 2025/03/31 - 13:24:09 | batch update finished 
[SYS] 2025/03/31 - 13:24:14 | 任务进度轮询开始 
[SYS] 2025/03/31 - 13:24:14 | 任务进度轮询完成 
[SYS] 2025/03/31 - 13:24:14 | batch update started 
[SYS] 2025/03/31 - 13:24:14 | batch update finished 
[SYS] 2025/03/31 - 13:24:19 | batch update started 
[SYS] 2025/03/31 - 13:24:19 | batch update finished 
[SYS] 2025/03/31 - 13:24:24 | batch update started 
[SYS] 2025/03/31 - 13:24:24 | batch update finished 
[SYS] 2025/03/31 - 13:24:29 | syncing options from database 
[SYS] 2025/03/31 - 13:24:29 | syncing channels from database 
[SYS] 2025/03/31 - 13:24:29 | channels synced from database 
[SYS] 2025/03/31 - 13:24:29 | 任务进度轮询开始 
[SYS] 2025/03/31 - 13:24:29 | 任务进度轮询完成 
[SYS] 2025/03/31 - 13:24:29 | batch update started 
[SYS] 2025/03/31 - 13:24:29 | batch update finished 
[SYS] 2025/03/31 - 13:24:34 | batch update started 
[SYS] 2025/03/31 - 13:24:34 | batch update finished 
[SYS] 2025/03/31 - 13:24:39 | batch update started 
[SYS] 2025/03/31 - 13:24:39 | batch update finished 
[SYS] 2025/03/31 - 13:24:44 | 任务进度轮询开始 
[SYS] 2025/03/31 - 13:24:44 | 任务进度轮询完成 
[SYS] 2025/03/31 - 13:24:44 | batch update started 
[SYS] 2025/03/31 - 13:24:44 | batch update finished 
[SYS] 2025/03/31 - 13:24:49 | batch update started 
[SYS] 2025/03/31 - 13:24:49 | batch update finished 
[SYS] 2025/03/31 - 13:24:54 | batch update started 
[SYS] 2025/03/31 - 13:24:54 | batch update finished 
[SYS] 2025/03/31 - 13:24:59 | 任务进度轮询开始 
[SYS] 2025/03/31 - 13:24:59 | 任务进度轮询完成 
[SYS] 2025/03/31 - 13:24:59 | batch update started 
[SYS] 2025/03/31 - 13:24:59 | batch update finished 
[SYS] 2025/03/31 - 13:25:04 | batch update started 
[SYS] 2025/03/31 - 13:25:04 | batch update finished 
[SYS] 2025/03/31 - 13:25:09 | batch update started 
[SYS] 2025/03/31 - 13:25:09 | batch update finished 
[SYS] 2025/03/31 - 13:25:14 | 任务进度轮询开始 
[SYS] 2025/03/31 - 13:25:14 | 任务进度轮询完成 
[SYS] 2025/03/31 - 13:25:14 | batch update started 
[SYS] 2025/03/31 - 13:25:14 | batch update finished 
[SYS] 2025/03/31 - 13:25:19 | batch update started 
[SYS] 2025/03/31 - 13:25:19 | batch update finished 
[SYS] 2025/03/31 - 13:25:24 | batch update started 
[SYS] 2025/03/31 - 13:25:24 | batch update finished 
[SYS] 2025/03/31 - 13:25:29 | syncing options from database 
[SYS] 2025/03/31 - 13:25:29 | syncing channels from database 
[SYS] 2025/03/31 - 13:25:29 | channels synced from database 
[SYS] 2025/03/31 - 13:25:29 | 任务进度轮询开始 
[SYS] 2025/03/31 - 13:25:29 | 任务进度轮询完成 
[SYS] 2025/03/31 - 13:25:29 | batch update started 
[SYS] 2025/03/31 - 13:25:29 | batch update finished 
[SYS] 2025/03/31 - 13:25:34 | batch update started 
[SYS] 2025/03/31 - 13:25:34 | batch update finished 
[SYS] 2025/03/31 - 13:25:39 | batch update started 
[SYS] 2025/03/31 - 13:25:39 | batch update finished 
[SYS] 2025/03/31 - 13:25:44 | 任务进度轮询开始 
[SYS] 2025/03/31 - 13:25:44 | 任务进度轮询完成 
[SYS] 2025/03/31 - 13:25:44 | batch update started 
[SYS] 2025/03/31 - 13:25:44 | batch update finished 
[SYS] 2025/03/31 - 13:25:49 | batch update started 
[SYS] 2025/03/31 - 13:25:49 | batch update finished 
[SYS] 2025/03/31 - 13:25:54 | batch update started 
[SYS] 2025/03/31 - 13:25:54 | batch update finished 
[SYS] 2025/03/31 - 13:25:59 | 任务进度轮询开始 
[SYS] 2025/03/31 - 13:25:59 | 任务进度轮询完成 
[SYS] 2025/03/31 - 13:25:59 | batch update started 
[SYS] 2025/03/31 - 13:25:59 | batch update finished 
[SYS] 2025/03/31 - 13:26:04 | batch update started 
[SYS] 2025/03/31 - 13:26:04 | batch update finished 
[SYS] 2025/03/31 - 13:26:09 | batch update started 
[SYS] 2025/03/31 - 13:26:09 | batch update finished 
[SYS] 2025/03/31 - 13:26:14 | 任务进度轮询开始 
[SYS] 2025/03/31 - 13:26:14 | 任务进度轮询完成 
[SYS] 2025/03/31 - 13:26:14 | batch update started 
[SYS] 2025/03/31 - 13:26:14 | batch update finished 
[SYS] 2025/03/31 - 13:26:19 | batch update started 
[SYS] 2025/03/31 - 13:26:19 | batch update finished 
[SYS] 2025/03/31 - 13:26:25 | batch update started 
[SYS] 2025/03/31 - 13:26:25 | batch update finished 
[SYS] 2025/03/31 - 13:26:30 | syncing options from database 
[SYS] 2025/03/31 - 13:26:30 | syncing channels from database 
[SYS] 2025/03/31 - 13:26:30 | channels synced from database 
[SYS] 2025/03/31 - 13:26:30 | 任务进度轮询开始 
[SYS] 2025/03/31 - 13:26:30 | 任务进度轮询完成 
[SYS] 2025/03/31 - 13:26:30 | batch update started 
[SYS] 2025/03/31 - 13:26:30 | batch update finished 
[SYS] 2025/03/31 - 13:26:35 | batch update started 
[SYS] 2025/03/31 - 13:26:35 | batch update finished 
[SYS] 2025/03/31 - 13:26:40 | batch update started 
[SYS] 2025/03/31 - 13:26:40 | batch update finished 
[SYS] 2025/03/31 - 13:26:45 | 任务进度轮询开始 
[SYS] 2025/03/31 - 13:26:45 | 任务进度轮询完成 
[SYS] 2025/03/31 - 13:26:45 | batch update started 
[SYS] 2025/03/31 - 13:26:45 | batch update finished 
[SYS] 2025/03/31 - 13:26:50 | batch update started 
[SYS] 2025/03/31 - 13:26:50 | batch update finished 
[SYS] 2025/03/31 - 13:26:55 | batch update started 
[SYS] 2025/03/31 - 13:26:55 | batch update finished 
[SYS] 2025/03/31 - 13:27:00 | 任务进度轮询开始 
[SYS] 2025/03/31 - 13:27:00 | 任务进度轮询完成 
[SYS] 2025/03/31 - 13:27:00 | batch update started 
[SYS] 2025/03/31 - 13:27:00 | batch update finished 
[SYS] 2025/03/31 - 13:27:05 | batch update started 
[SYS] 2025/03/31 - 13:27:05 | batch update finished 
[SYS] 2025/03/31 - 13:27:10 | batch update started 
[SYS] 2025/03/31 - 13:27:10 | batch update finished 
[SYS] 2025/03/31 - 13:27:15 | 任务进度轮询开始 
[SYS] 2025/03/31 - 13:27:15 | 任务进度轮询完成 
[SYS] 2025/03/31 - 13:27:15 | batch update started 
[SYS] 2025/03/31 - 13:27:15 | batch update finished 
[SYS] 2025/03/31 - 13:27:20 | batch update started 
[SYS] 2025/03/31 - 13:27:20 | batch update finished 
[SYS] 2025/03/31 - 13:27:25 | batch update started 
[SYS] 2025/03/31 - 13:27:25 | batch update finished 
[SYS] 2025/03/31 - 13:27:30 | syncing options from database 
[SYS] 2025/03/31 - 13:27:30 | 正在更新数据看板数据... 
[SYS] 2025/03/31 - 13:27:30 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/03/31 - 13:27:30 | syncing channels from database 
[SYS] 2025/03/31 - 13:27:30 | 任务进度轮询开始 
[SYS] 2025/03/31 - 13:27:30 | batch update started 
[SYS] 2025/03/31 - 13:27:30 | batch update finished 
[SYS] 2025/03/31 - 13:27:30 | 任务进度轮询完成 
[SYS] 2025/03/31 - 13:27:30 | channels synced from database 
[SYS] 2025/03/31 - 13:27:35 | batch update started 
[SYS] 2025/03/31 - 13:27:35 | batch update finished 
[SYS] 2025/03/31 - 13:27:40 | batch update started 
[SYS] 2025/03/31 - 13:27:40 | batch update finished 
[SYS] 2025/03/31 - 13:27:45 | batch update started 
[SYS] 2025/03/31 - 13:27:45 | batch update finished 
[SYS] 2025/03/31 - 13:27:45 | 任务进度轮询开始 
[SYS] 2025/03/31 - 13:27:45 | 任务进度轮询完成 
[SYS] 2025/03/31 - 13:27:50 | batch update started 
[SYS] 2025/03/31 - 13:27:50 | batch update finished 
[SYS] 2025/03/31 - 13:27:55 | batch update started 
[SYS] 2025/03/31 - 13:27:55 | batch update finished 
[SYS] 2025/03/31 - 13:28:00 | batch update started 
[SYS] 2025/03/31 - 13:28:00 | batch update finished 
[SYS] 2025/03/31 - 13:28:00 | 任务进度轮询开始 
[SYS] 2025/03/31 - 13:28:00 | 任务进度轮询完成 
[SYS] 2025/03/31 - 13:28:05 | batch update started 
[SYS] 2025/03/31 - 13:28:05 | batch update finished 
